ensembl_gene_id,Gene_name,ensembl_gene_id_version
ENSG00000230213,OR8V1P,ENSG00000230213.1
ENSG00000230214,FTLP18,ENSG00000230214.1
ENSG00000230215,LINC01840,ENSG00000230215.1
ENSG00000230216,HSPB1P2,ENSG00000230216.1
ENSG00000230221,unknown,ENSG00000230221.2
ENSG00000230223,ATXN8OS,ENSG00000230223.8
ENSG00000230224,PHB1P9,ENSG00000230224.1
ENSG00000230225,MTND5P14,ENSG00000230225.1
ENSG00000230226,unknown,ENSG00000230226.1
ENSG00000230227,SIAH1P1,ENSG00000230227.4
ENSG00000230228,H3P1,ENSG00000230228.2
ENSG00000230229,unknown,ENSG00000230229.1
ENSG00000230231,FMO7P,ENSG00000230231.1
ENSG00000230233,unknown,ENSG00000230233.1
ENSG00000230234,unknown,ENSG00000230234.1
ENSG00000230237,GNA13P1,ENSG00000230237.1
ENSG00000230239,PDE4DIPP9,ENSG00000230239.1
ENSG00000230240,RPL34P19,ENSG00000230240.1
ENSG00000230241,unknown,ENSG00000230241.1
ENSG00000230243,FKBP1AP3,ENSG00000230243.1
ENSG00000230244,RAD23BP2,ENSG00000230244.1
ENSG00000230245,unknown,ENSG00000230245.2
ENSG00000230247,HNRNPH3P1,ENSG00000230247.2
ENSG00000230248,unknown,ENSG00000230248.1
ENSG00000230249,RPS24P21,ENSG00000230249.1
ENSG00000230250,LINC01753,ENSG00000230250.3
ENSG00000230251,PHB1P4,ENSG00000230251.1
ENSG00000230252,MTND2P4,ENSG00000230252.1
ENSG00000230256,FGFR1OP2P1,ENSG00000230256.1
ENSG00000230258,unknown,ENSG00000230258.6
ENSG00000230260,unknown,ENSG00000230260.1
ENSG00000230261,OR52J2P,ENSG00000230261.1
ENSG00000230269,LINC02525,ENSG00000230269.7
ENSG00000230271,unknown,ENSG00000230271.1
ENSG00000230273,BRI3P3,ENSG00000230273.1
ENSG00000230274,PGAM1P3,ENSG00000230274.1
ENSG00000230275,SERBP1P4,ENSG00000230275.2
ENSG00000230276,unknown,ENSG00000230276.2
ENSG00000230280,HNRNPA1P59,ENSG00000230280.2
ENSG00000230282,RPL7P61,ENSG00000230282.1
ENSG00000230283,RPS12P24,ENSG00000230283.1
ENSG00000230284,unknown,ENSG00000230284.1
ENSG00000230285,unknown,ENSG00000230285.1
ENSG00000230286,unknown,ENSG00000230286.1
ENSG00000230287,unknown,ENSG00000230287.3
ENSG00000230289,unknown,ENSG00000230289.1
ENSG00000230290,ARMC2-AS1,ENSG00000230290.1
ENSG00000230291,unknown,ENSG00000230291.5
ENSG00000230292,NAALADL2-AS3,ENSG00000230292.5
ENSG00000230294,LINC02370,ENSG00000230294.4
ENSG00000230295,GTF2IP23,ENSG00000230295.1
ENSG00000230298,unknown,ENSG00000230298.1
ENSG00000230299,SNRPEP11,ENSG00000230299.1
ENSG00000230300,STARD13-IT1,ENSG00000230300.1
ENSG00000230301,OR5H6,ENSG00000230301.6
ENSG00000230302,MTND3P4,ENSG00000230302.2
ENSG00000230303,unknown,ENSG00000230303.6
ENSG00000230304,CICP6,ENSG00000230304.1
ENSG00000230305,unknown,ENSG00000230305.2
ENSG00000230306,BANF1P2,ENSG00000230306.1
ENSG00000230307,OR6C5P,ENSG00000230307.1
ENSG00000230309,unknown,ENSG00000230309.1
ENSG00000230310,LINC02926,ENSG00000230310.1
ENSG00000230311,TOMM20P4,ENSG00000230311.2
ENSG00000230312,SLC25A53P1,ENSG00000230312.2
ENSG00000230313,HCG24,ENSG00000230313.1
ENSG00000230314,ELOVL2-AS1,ENSG00000230314.7
ENSG00000230317,LINC01284,ENSG00000230317.2
ENSG00000230318,XRCC6P3,ENSG00000230318.2
ENSG00000230319,TTLL1-AS1,ENSG00000230319.1
ENSG00000230320,BEND7P1,ENSG00000230320.1
ENSG00000230321,MTCO2P27,ENSG00000230321.1
ENSG00000230322,unknown,ENSG00000230322.1
ENSG00000230323,LINC00159,ENSG00000230323.6
ENSG00000230324,LINC01734,ENSG00000230324.1
ENSG00000230325,unknown,ENSG00000230325.1
ENSG00000230326,HMGN1P33,ENSG00000230326.1
ENSG00000230327,MTCO1P42,ENSG00000230327.1
ENSG00000230328,unknown,ENSG00000230328.2
ENSG00000230330,HMGN2P3,ENSG00000230330.1
ENSG00000230331,unknown,ENSG00000230331.1
ENSG00000230333,unknown,ENSG00000230333.6
ENSG00000230335,DNAJB5P1,ENSG00000230335.1
ENSG00000230338,MTND4P19,ENSG00000230338.1
ENSG00000230339,unknown,ENSG00000230339.2
ENSG00000230342,FANCD2P2,ENSG00000230342.2
ENSG00000230343,unknown,ENSG00000230343.1
ENSG00000230347,CT47A8,ENSG00000230347.5
ENSG00000230350,RPL35AP3,ENSG00000230350.1
ENSG00000230352,unknown,ENSG00000230352.1
ENSG00000230353,RPS21P2,ENSG00000230353.5
ENSG00000230355,unknown,ENSG00000230355.1
ENSG00000230356,NCAPD2P1,ENSG00000230356.1
ENSG00000230360,DDX10P2,ENSG00000230360.1
ENSG00000230361,VN1R32P,ENSG00000230361.1
ENSG00000230362,ACTG1P23,ENSG00000230362.1
ENSG00000230364,RPL4P3,ENSG00000230364.1
ENSG00000230365,unknown,ENSG00000230365.1
ENSG00000230366,DSCR9,ENSG00000230366.9
ENSG00000230368,FAM41C,ENSG00000230368.2
ENSG00000230370,RPL23AP52,ENSG00000230370.1
ENSG00000230371,KARS1P2,ENSG00000230371.1
ENSG00000230375,GSTA11P,ENSG00000230375.1
ENSG00000230376,MEMO1P4,ENSG00000230376.1
ENSG00000230377,ELOCP7,ENSG00000230377.1
ENSG00000230379,unknown,ENSG00000230379.5
ENSG00000230381,unknown,ENSG00000230381.2
ENSG00000230383,RPL6P19,ENSG00000230383.1
ENSG00000230384,RPSAP25,ENSG00000230384.1
ENSG00000230385,unknown,ENSG00000230385.1
ENSG00000230386,unknown,ENSG00000230386.5
ENSG00000230390,LINC01048,ENSG00000230390.1
ENSG00000230391,RPSAP23,ENSG00000230391.1
ENSG00000230392,LINC03098,ENSG00000230392.1
ENSG00000230393,unknown,ENSG00000230393.1
ENSG00000230395,ANAPC1P3,ENSG00000230395.1
ENSG00000230397,SPTLC1P1,ENSG00000230397.1
ENSG00000230398,HINT2P1,ENSG00000230398.1
ENSG00000230399,RBBP8P1,ENSG00000230399.1
ENSG00000230400,LINC01747,ENSG00000230400.3
ENSG00000230401,LINC01972,ENSG00000230401.1
ENSG00000230402,LINC01349,ENSG00000230402.2
ENSG00000230403,LINC01066,ENSG00000230403.1
ENSG00000230404,unknown,ENSG00000230404.1
ENSG00000230405,RPS3AP52,ENSG00000230405.1
ENSG00000230406,RPL23P5,ENSG00000230406.2
ENSG00000230407,unknown,ENSG00000230407.1
ENSG00000230408,BZW1-AS1,ENSG00000230408.3
ENSG00000230409,TCEA1P2,ENSG00000230409.3
ENSG00000230411,OR3D1P,ENSG00000230411.1
ENSG00000230412,ELOCP12,ENSG00000230412.1
ENSG00000230415,LINC01786,ENSG00000230415.1
ENSG00000230416,OR5M4P,ENSG00000230416.3
ENSG00000230417,LINC00595,ENSG00000230417.12
ENSG00000230418,ARL2BPP7,ENSG00000230418.2
ENSG00000230423,unknown,ENSG00000230423.3
ENSG00000230425,RSU1P1,ENSG00000230425.1
ENSG00000230427,ALG14-AS1,ENSG00000230427.1
ENSG00000230428,unknown,ENSG00000230428.1
ENSG00000230430,USP17L25,ENSG00000230430.5
ENSG00000230432,unknown,ENSG00000230432.1
ENSG00000230433,unknown,ENSG00000230433.1
ENSG00000230434,LINC01650,ENSG00000230434.3
ENSG00000230435,unknown,ENSG00000230435.1
ENSG00000230437,unknown,ENSG00000230437.1
ENSG00000230440,unknown,ENSG00000230440.1
ENSG00000230442,ASB15-AS1,ENSG00000230442.5
ENSG00000230444,TFAMP1,ENSG00000230444.1
ENSG00000230447,CTF2P,ENSG00000230447.2
ENSG00000230448,LINC00276,ENSG00000230448.5
ENSG00000230449,RPL7P4,ENSG00000230449.1
ENSG00000230450,NEK2P4,ENSG00000230450.1
ENSG00000230451,RPS29P6,ENSG00000230451.2
ENSG00000230452,LINC01381,ENSG00000230452.1
ENSG00000230454,unknown,ENSG00000230454.1
ENSG00000230457,PA2G4P4,ENSG00000230457.3
ENSG00000230458,GPM6BP1,ENSG00000230458.1
ENSG00000230459,unknown,ENSG00000230459.3
ENSG00000230465,VENTXP4,ENSG00000230465.1
ENSG00000230468,CLUHP5,ENSG00000230468.1
ENSG00000230469,RPL5P26,ENSG00000230469.1
ENSG00000230470,unknown,ENSG00000230470.1
ENSG00000230471,unknown,ENSG00000230471.1
ENSG00000230472,unknown,ENSG00000230472.5
ENSG00000230474,ATP6V1G1P7,ENSG00000230474.1
ENSG00000230476,OFD1P9Y,ENSG00000230476.1
ENSG00000230477,unknown,ENSG00000230477.1
ENSG00000230478,unknown,ENSG00000230478.1
ENSG00000230479,LNCTSI,ENSG00000230479.1
ENSG00000230480,RPL34P11,ENSG00000230480.1
ENSG00000230481,IGKV1OR22-5,ENSG00000230481.2
ENSG00000230482,ATP5MC2P3,ENSG00000230482.1
ENSG00000230483,unknown,ENSG00000230483.1
ENSG00000230484,OR51A10P,ENSG00000230484.2
ENSG00000230485,unknown,ENSG00000230485.1
ENSG00000230489,VAV3-AS1,ENSG00000230489.1
ENSG00000230491,SRD5A2P1,ENSG00000230491.1
ENSG00000230495,unknown,ENSG00000230495.1
ENSG00000230496,MTCO2P7,ENSG00000230496.1
ENSG00000230497,EEF1B2P8,ENSG00000230497.2
ENSG00000230498,unknown,ENSG00000230498.3
ENSG00000230499,unknown,ENSG00000230499.1
ENSG00000230500,MKX-AS1,ENSG00000230500.1
ENSG00000230501,ANKRD30BP3,ENSG00000230501.1
ENSG00000230502,unknown,ENSG00000230502.1
ENSG00000230506,unknown,ENSG00000230506.2
ENSG00000230507,RPL7AP8,ENSG00000230507.5
ENSG00000230508,RPL19P21,ENSG00000230508.1
ENSG00000230515,unknown,ENSG00000230515.1
ENSG00000230516,unknown,ENSG00000230516.1
ENSG00000230519,HMGB1P49,ENSG00000230519.2
ENSG00000230520,unknown,ENSG00000230520.1
ENSG00000230521,unknown,ENSG00000230521.1
ENSG00000230522,MBD3L2,ENSG00000230522.5
ENSG00000230523,LINC01756,ENSG00000230523.1
ENSG00000230525,LINC01799,ENSG00000230525.6
ENSG00000230526,unknown,ENSG00000230526.1
ENSG00000230529,CEACAMP9,ENSG00000230529.1
ENSG00000230530,LIMD1-AS1,ENSG00000230530.2
ENSG00000230531,MTND5P7,ENSG00000230531.1
ENSG00000230532,unknown,ENSG00000230532.1
ENSG00000230534,unknown,ENSG00000230534.6
ENSG00000230535,BASP1P1,ENSG00000230535.1
ENSG00000230536,unknown,ENSG00000230536.1
ENSG00000230537,LINC02937,ENSG00000230537.2
ENSG00000230538,PNPLA10P,ENSG00000230538.1
ENSG00000230539,AOAH-IT1,ENSG00000230539.1
ENSG00000230542,LINC00102,ENSG00000230542.6
ENSG00000230543,SNX3P1X,ENSG00000230543.1
ENSG00000230546,unknown,ENSG00000230546.1
ENSG00000230547,HMGB1P11,ENSG00000230547.1
ENSG00000230548,MTND4P27,ENSG00000230548.1
ENSG00000230549,USP17L1,ENSG00000230549.3
ENSG00000230550,ERLNC1,ENSG00000230550.2
ENSG00000230551,unknown,ENSG00000230551.4
ENSG00000230552,unknown,ENSG00000230552.6
ENSG00000230555,LINC02916,ENSG00000230555.2
ENSG00000230556,unknown,ENSG00000230556.1
ENSG00000230558,CEACAMP2,ENSG00000230558.2
ENSG00000230559,RPL17P12,ENSG00000230559.1
ENSG00000230562,FAM133DP,ENSG00000230562.3
ENSG00000230563,unknown,ENSG00000230563.4
ENSG00000230564,CALM1P2,ENSG00000230564.1
ENSG00000230565,ZNF32-AS2,ENSG00000230565.1
ENSG00000230568,SF3A3P1,ENSG00000230568.1
ENSG00000230569,unknown,ENSG00000230569.1
ENSG00000230570,unknown,ENSG00000230570.1
ENSG00000230571,unknown,ENSG00000230571.2
ENSG00000230573,LINC02639,ENSG00000230573.1
ENSG00000230575,unknown,ENSG00000230575.1
ENSG00000230576,OR6R1P,ENSG00000230576.1
ENSG00000230580,RPL19P5,ENSG00000230580.1
ENSG00000230581,ACTG1P14,ENSG00000230581.2
ENSG00000230584,CCT5P2,ENSG00000230584.1
ENSG00000230585,PHB1P12,ENSG00000230585.2
ENSG00000230589,IMP3P1,ENSG00000230589.1
ENSG00000230592,RPSAP8,ENSG00000230592.2
ENSG00000230593,PPIAP40,ENSG00000230593.3
ENSG00000230594,CT47A4,ENSG00000230594.3
ENSG00000230595,RSL24D1P2,ENSG00000230595.1
ENSG00000230597,unknown,ENSG00000230597.1
ENSG00000230599,unknown,ENSG00000230599.2
ENSG00000230600,unknown,ENSG00000230600.1
ENSG00000230601,TEX48,ENSG00000230601.7
ENSG00000230603,unknown,ENSG00000230603.1
ENSG00000230604,TSEN15P2,ENSG00000230604.2
ENSG00000230605,MTCYBP6,ENSG00000230605.1
ENSG00000230606,APPAT,ENSG00000230606.11
ENSG00000230607,unknown,ENSG00000230607.3
ENSG00000230609,COX7CP4,ENSG00000230609.1
ENSG00000230611,HMGB1P27,ENSG00000230611.1
ENSG00000230612,unknown,ENSG00000230612.3
ENSG00000230613,HM13-AS1,ENSG00000230613.1
ENSG00000230614,DYNLL1P7,ENSG00000230614.3
ENSG00000230617,unknown,ENSG00000230617.1
ENSG00000230618,H3P12,ENSG00000230618.3
ENSG00000230621,unknown,ENSG00000230621.1
ENSG00000230622,UQCRHP1,ENSG00000230622.1
ENSG00000230627,unknown,ENSG00000230627.1
ENSG00000230628,unknown,ENSG00000230628.1
ENSG00000230629,RPS23P8,ENSG00000230629.2
ENSG00000230630,DNM3OS,ENSG00000230630.5
ENSG00000230631,unknown,ENSG00000230631.1
ENSG00000230634,FAM136EP,ENSG00000230634.1
ENSG00000230635,CYP4F60P,ENSG00000230635.2
ENSG00000230636,RPL36P1,ENSG00000230636.1
ENSG00000230637,unknown,ENSG00000230637.2
ENSG00000230638,unknown,ENSG00000230638.4
ENSG00000230639,VN1R36P,ENSG00000230639.1
ENSG00000230641,USP12-DT,ENSG00000230641.1
ENSG00000230643,unknown,ENSG00000230643.1
ENSG00000230645,LINC01818,ENSG00000230645.2
ENSG00000230646,KLF2P2,ENSG00000230646.1
ENSG00000230648,unknown,ENSG00000230648.1
ENSG00000230649,unknown,ENSG00000230649.3
ENSG00000230650,unknown,ENSG00000230650.1
ENSG00000230651,RGPD4-AS1,ENSG00000230651.8
ENSG00000230654,MTCO2P25,ENSG00000230654.1
ENSG00000230655,OR7E55P,ENSG00000230655.3
ENSG00000230657,PRB4,ENSG00000230657.8
ENSG00000230658,KLHL7-DT,ENSG00000230658.2
ENSG00000230659,unknown,ENSG00000230659.3
ENSG00000230661,YY1P1,ENSG00000230661.1
ENSG00000230662,TNPO1P2,ENSG00000230662.1
ENSG00000230663,FAM224B,ENSG00000230663.1
ENSG00000230665,THAP12P1,ENSG00000230665.3
ENSG00000230668,unknown,ENSG00000230668.2
ENSG00000230671,NDUFS5P5,ENSG00000230671.2
ENSG00000230673,PABPC1P3,ENSG00000230673.3
ENSG00000230676,unknown,ENSG00000230676.1
ENSG00000230679,ENO1-AS1,ENSG00000230679.1
ENSG00000230680,unknown,ENSG00000230680.2
ENSG00000230681,CEACAMP4,ENSG00000230681.1
ENSG00000230682,GRPEL2P3,ENSG00000230682.1
ENSG00000230683,DDTP1,ENSG00000230683.1
ENSG00000230684,unknown,ENSG00000230684.1
ENSG00000230686,unknown,ENSG00000230686.1
ENSG00000230687,unknown,ENSG00000230687.1
ENSG00000230690,unknown,ENSG00000230690.2
ENSG00000230691,MRPL35P4,ENSG00000230691.1
ENSG00000230694,unknown,ENSG00000230694.1
ENSG00000230696,unknown,ENSG00000230696.1
ENSG00000230697,SAP18P3,ENSG00000230697.1
ENSG00000230698,unknown,ENSG00000230698.1
ENSG00000230699,unknown,ENSG00000230699.2
ENSG00000230701,FBXW4P1,ENSG00000230701.2
ENSG00000230702,RPL31P30,ENSG00000230702.1
ENSG00000230703,MYOM3-AS1,ENSG00000230703.1
ENSG00000230704,unknown,ENSG00000230704.1
ENSG00000230706,TMEM184CP1,ENSG00000230706.2
ENSG00000230709,unknown,ENSG00000230709.1
ENSG00000230710,LINC00332,ENSG00000230710.2
ENSG00000230711,CTAGE13P,ENSG00000230711.2
ENSG00000230712,GGTLC4P,ENSG00000230712.3
ENSG00000230714,unknown,ENSG00000230714.1
ENSG00000230715,unknown,ENSG00000230715.3
ENSG00000230716,KRT8P7,ENSG00000230716.3
ENSG00000230718,unknown,ENSG00000230718.1
ENSG00000230720,LINC02644,ENSG00000230720.1
ENSG00000230721,RPL17P5,ENSG00000230721.1
ENSG00000230724,LINC01001,ENSG00000230724.9
ENSG00000230725,unknown,ENSG00000230725.6
ENSG00000230727,RBMY2WP,ENSG00000230727.1
ENSG00000230728,unknown,ENSG00000230728.1
ENSG00000230729,unknown,ENSG00000230729.1
ENSG00000230730,unknown,ENSG00000230730.1
ENSG00000230731,LINC02938,ENSG00000230731.3
ENSG00000230732,unknown,ENSG00000230732.4
ENSG00000230733,unknown,ENSG00000230733.2
ENSG00000230734,RPL10P3,ENSG00000230734.1
ENSG00000230735,unknown,ENSG00000230735.1
ENSG00000230736,unknown,ENSG00000230736.2
ENSG00000230737,unknown,ENSG00000230737.1
ENSG00000230739,unknown,ENSG00000230739.1
ENSG00000230741,unknown,ENSG00000230741.1
ENSG00000230747,unknown,ENSG00000230747.1
ENSG00000230748,PRELID1P7,ENSG00000230748.1
ENSG00000230749,MEIS1-AS2,ENSG00000230749.5
ENSG00000230750,SDAD1P2,ENSG00000230750.1
ENSG00000230751,unknown,ENSG00000230751.1
ENSG00000230753,ZNF341-AS1,ENSG00000230753.6
ENSG00000230755,MTATP6P23,ENSG00000230755.1
ENSG00000230756,RHOQP3,ENSG00000230756.1
ENSG00000230757,NFU1P1,ENSG00000230757.1
ENSG00000230758,SNAP23P1,ENSG00000230758.1
ENSG00000230759,unknown,ENSG00000230759.1
ENSG00000230764,MTND1P4,ENSG00000230764.1
ENSG00000230768,LINC01676,ENSG00000230768.9
ENSG00000230769,RFKP4,ENSG00000230769.1
ENSG00000230772,VN1R108P,ENSG00000230772.1
ENSG00000230773,unknown,ENSG00000230773.9
ENSG00000230777,RPS29P5,ENSG00000230777.1
ENSG00000230779,RPLP0P4,ENSG00000230779.1
ENSG00000230781,unknown,ENSG00000230781.1
ENSG00000230782,unknown,ENSG00000230782.1
ENSG00000230783,RPS3AP13,ENSG00000230783.1
ENSG00000230785,unknown,ENSG00000230785.2
ENSG00000230787,PSAT1P3,ENSG00000230787.1
ENSG00000230788,CTDSPL2P2,ENSG00000230788.2
ENSG00000230789,ARHGAP26-IT1,ENSG00000230789.1
ENSG00000230790,unknown,ENSG00000230790.2
ENSG00000230793,SMARCE1P5,ENSG00000230793.1
ENSG00000230794,unknown,ENSG00000230794.1
ENSG00000230795,HLA-K,ENSG00000230795.3
ENSG00000230796,unknown,ENSG00000230796.1
ENSG00000230797,YY2,ENSG00000230797.3
ENSG00000230799,RPS2P16,ENSG00000230799.1
ENSG00000230801,unknown,ENSG00000230801.1
ENSG00000230803,unknown,ENSG00000230803.1
ENSG00000230804,CDRT15P14,ENSG00000230804.2
ENSG00000230805,unknown,ENSG00000230805.8
ENSG00000230806,SRGAP2-AS1,ENSG00000230806.1
ENSG00000230807,UBA52P4,ENSG00000230807.1
ENSG00000230809,RPS6P15,ENSG00000230809.1
ENSG00000230813,unknown,ENSG00000230813.1
ENSG00000230814,USP9YP24,ENSG00000230814.1
ENSG00000230815,unknown,ENSG00000230815.1
ENSG00000230817,LINC01362,ENSG00000230817.6
ENSG00000230818,MTND2P16,ENSG00000230818.1
ENSG00000230819,ZNF736P5Y,ENSG00000230819.1
ENSG00000230820,unknown,ENSG00000230820.2
ENSG00000230821,unknown,ENSG00000230821.1
ENSG00000230823,CBX1P1,ENSG00000230823.3
ENSG00000230826,unknown,ENSG00000230826.1
ENSG00000230828,unknown,ENSG00000230828.1
ENSG00000230829,unknown,ENSG00000230829.3
ENSG00000230830,ARPP21-AS1,ENSG00000230830.1
ENSG00000230831,unknown,ENSG00000230831.1
ENSG00000230832,SSBL4P,ENSG00000230832.3
ENSG00000230833,RPEP3,ENSG00000230833.1
ENSG00000230834,unknown,ENSG00000230834.1
ENSG00000230835,unknown,ENSG00000230835.1
ENSG00000230836,LINC01293,ENSG00000230836.1
ENSG00000230837,RPL31P2,ENSG00000230837.1
ENSG00000230840,unknown,ENSG00000230840.1
ENSG00000230841,RPL23AP15,ENSG00000230841.2
ENSG00000230843,unknown,ENSG00000230843.1
ENSG00000230844,ZNF674-AS1,ENSG00000230844.3
ENSG00000230846,unknown,ENSG00000230846.1
ENSG00000230847,OCLNP1,ENSG00000230847.4
ENSG00000230848,unknown,ENSG00000230848.1
ENSG00000230849,GOT2P2,ENSG00000230849.2
ENSG00000230851,VPS51P5,ENSG00000230851.1
ENSG00000230852,LINC02857,ENSG00000230852.2
ENSG00000230853,RPL10P11,ENSG00000230853.1
ENSG00000230854,USP9YP20,ENSG00000230854.1
ENSG00000230859,YRDCP3,ENSG00000230859.1
ENSG00000230860,CCNB1IP1P2,ENSG00000230860.1
ENSG00000230864,unknown,ENSG00000230864.1
ENSG00000230865,TSEN15P1,ENSG00000230865.1
ENSG00000230866,LINC02558,ENSG00000230866.2
ENSG00000230867,unknown,ENSG00000230867.1
ENSG00000230869,AGAP10P,ENSG00000230869.1
ENSG00000230870,FBXW11P1,ENSG00000230870.2
ENSG00000230871,RPS6P23,ENSG00000230871.1
ENSG00000230873,STMND1,ENSG00000230873.9
ENSG00000230876,LINC00486,ENSG00000230876.8
ENSG00000230879,RBMX2P4,ENSG00000230879.1
ENSG00000230881,unknown,ENSG00000230881.1
ENSG00000230882,unknown,ENSG00000230882.1
ENSG00000230886,HMGB1P25,ENSG00000230886.3
ENSG00000230889,SHC1P1,ENSG00000230889.2
ENSG00000230891,LINC00692,ENSG00000230891.7
ENSG00000230894,unknown,ENSG00000230894.2
ENSG00000230896,unknown,ENSG00000230896.1
ENSG00000230897,RPS18P12,ENSG00000230897.1
ENSG00000230898,unknown,ENSG00000230898.1
ENSG00000230899,MAGEA8-AS1,ENSG00000230899.1
ENSG00000230902,FAM204CP,ENSG00000230902.1
ENSG00000230904,XKRYP2,ENSG00000230904.1
ENSG00000230908,unknown,ENSG00000230908.2
ENSG00000230911,PPIHP1,ENSG00000230911.1
ENSG00000230912,unknown,ENSG00000230912.1
ENSG00000230913,NPM1P51,ENSG00000230913.1
ENSG00000230916,MTCO1P53,ENSG00000230916.2
ENSG00000230920,unknown,ENSG00000230920.1
ENSG00000230921,HAO2-IT1,ENSG00000230921.1
ENSG00000230922,unknown,ENSG00000230922.1
ENSG00000230923,LINC00309,ENSG00000230923.2
ENSG00000230926,unknown,ENSG00000230926.1
ENSG00000230928,unknown,ENSG00000230928.1
ENSG00000230929,unknown,ENSG00000230929.5
ENSG00000230931,GXYLT1P1,ENSG00000230931.2
ENSG00000230932,unknown,ENSG00000230932.2
ENSG00000230934,unknown,ENSG00000230934.1
ENSG00000230935,RPS3P1,ENSG00000230935.1
ENSG00000230936,unknown,ENSG00000230936.1
ENSG00000230941,unknown,ENSG00000230941.1
ENSG00000230942,HMGN1P5,ENSG00000230942.1
ENSG00000230944,unknown,ENSG00000230944.1
ENSG00000230945,LINC01507,ENSG00000230945.1
ENSG00000230946,HNRNPA1P68,ENSG00000230946.3
ENSG00000230947,unknown,ENSG00000230947.2
ENSG00000230948,AURKBP1,ENSG00000230948.1
ENSG00000230950,MTND2P21,ENSG00000230950.1
ENSG00000230951,GPS2P2,ENSG00000230951.1
ENSG00000230952,LINC03037,ENSG00000230952.1
ENSG00000230953,unknown,ENSG00000230953.2
ENSG00000230955,INPP5B-AS1,ENSG00000230955.1
ENSG00000230956,CAPZA1P1,ENSG00000230956.2
ENSG00000230958,unknown,ENSG00000230958.1
ENSG00000230962,LINC01520,ENSG00000230962.2
ENSG00000230964,unknown,ENSG00000230964.1
ENSG00000230965,SNX18P13,ENSG00000230965.1
ENSG00000230967,unknown,ENSG00000230967.2
ENSG00000230968,unknown,ENSG00000230968.1
ENSG00000230969,LINC02090,ENSG00000230969.2
ENSG00000230970,HHATL-AS1,ENSG00000230970.4
ENSG00000230972,unknown,ENSG00000230972.1
ENSG00000230973,unknown,ENSG00000230973.1
ENSG00000230975,unknown,ENSG00000230975.1
ENSG00000230977,unknown,ENSG00000230977.1
ENSG00000230978,LINC00160,ENSG00000230978.2
ENSG00000230979,unknown,ENSG00000230979.3
ENSG00000230980,RPL36AP39,ENSG00000230980.1
ENSG00000230982,DSTNP1,ENSG00000230982.1
ENSG00000230986,DDX3P2,ENSG00000230986.1
ENSG00000230987,unknown,ENSG00000230987.2
ENSG00000230988,RPL23AP11,ENSG00000230988.3
ENSG00000230990,unknown,ENSG00000230990.2
ENSG00000230991,unknown,ENSG00000230991.2
ENSG00000230992,FAM201B,ENSG00000230992.3
ENSG00000230993,RPL12P15,ENSG00000230993.1
ENSG00000230994,FGFR3P1,ENSG00000230994.1
ENSG00000230997,RAB42P1,ENSG00000230997.5
ENSG00000230999,MTND5P8,ENSG00000230999.1
ENSG00000231001,CCNB1IP1P3,ENSG00000231001.2
ENSG00000231004,CECR9,ENSG00000231004.2
ENSG00000231005,RPL39P39,ENSG00000231005.1
ENSG00000231006,RPL7P32,ENSG00000231006.1
ENSG00000231007,CDC20P1,ENSG00000231007.5
ENSG00000231009,CUBNP1,ENSG00000231009.1
ENSG00000231010,unknown,ENSG00000231010.1
ENSG00000231011,unknown,ENSG00000231011.1
ENSG00000231013,SCTR-AS1,ENSG00000231013.2
ENSG00000231015,unknown,ENSG00000231015.1
ENSG00000231017,RPS27P10,ENSG00000231017.1
ENSG00000231018,EIF4A1P3,ENSG00000231018.1
ENSG00000231019,LINC00373,ENSG00000231019.1
ENSG00000231020,unknown,ENSG00000231020.1
ENSG00000231022,RPS3AP9,ENSG00000231022.1
ENSG00000231024,unknown,ENSG00000231024.1
ENSG00000231026,XKRYP4,ENSG00000231026.1
ENSG00000231029,unknown,ENSG00000231029.2
ENSG00000231031,LINC01804,ENSG00000231031.6
ENSG00000231032,CEP19P1,ENSG00000231032.1
ENSG00000231034,unknown,ENSG00000231034.1
ENSG00000231035,RPL7L1P9,ENSG00000231035.1
ENSG00000231039,unknown,ENSG00000231039.2
ENSG00000231043,unknown,ENSG00000231043.3
ENSG00000231046,MFSD4B-DT,ENSG00000231046.1
ENSG00000231047,GCNT1P3,ENSG00000231047.1
ENSG00000231051,USP17L28,ENSG00000231051.3
ENSG00000231052,unknown,ENSG00000231052.1
ENSG00000231053,TRAPPC2LP1,ENSG00000231053.1
ENSG00000231054,unknown,ENSG00000231054.1
ENSG00000231056,LINC02522,ENSG00000231056.1
ENSG00000231058,MSANTD2P1,ENSG00000231058.1
ENSG00000231060,FARSBP1,ENSG00000231060.1
ENSG00000231061,LINC00395,ENSG00000231061.1
ENSG00000231062,unknown,ENSG00000231062.1
ENSG00000231063,RPL6P6,ENSG00000231063.1
ENSG00000231066,NPM1P9,ENSG00000231066.3
ENSG00000231068,KRTAP21-3,ENSG00000231068.1
ENSG00000231070,OR52Y1P,ENSG00000231070.1
ENSG00000231071,IDI1P3,ENSG00000231071.1
ENSG00000231072,GAPDHP64,ENSG00000231072.1
ENSG00000231073,unknown,ENSG00000231073.1
ENSG00000231078,unknown,ENSG00000231078.1
ENSG00000231079,KIF5C-AS1,ENSG00000231079.7
ENSG00000231080,unknown,ENSG00000231080.1
ENSG00000231081,unknown,ENSG00000231081.1
ENSG00000231082,LINC02655,ENSG00000231082.1
